"No.","Time","Source","Destination","Protocol","Length","Sender IP address","Info"
"30242","4.564109","10.1.2.9","10.1.1.2","TCP","602","","49153  >  47 [ACK] Seq=35329 Ack=1 Win=131072 Len=512 TSval=4645 TSecr=4459"
"30278","4.577598","10.1.2.13","10.1.1.2","TCP","602","","49153  >  51 [ACK] Seq=35841 Ack=1 Win=131072 Len=512 TSval=4658 TSecr=4453"
"30281","4.577983","10.1.2.17","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  55 [ACK] Seq=35841 Ack=1 Win=131072 Len=512 TSval=4660 TSecr=4453"
"30282","4.578438","10.1.2.17","10.1.1.2","TCP","602","","[TCP Retransmission] 49153  >  55 [ACK] Seq=35841 Ack=1 Win=131072 Len=512 TSval=4660 TSecr=4453"
"30284","4.579290","10.1.2.17","10.1.1.2","TCP","602","","[TCP Retransmission] 49153  >  55 [ACK] Seq=35841 Ack=1 Win=131072 Len=512 TSval=4660 TSecr=4453"
"30339","4.583309","10.1.2.5","10.1.1.2","TCP","602","","49153  >  43 [ACK] Seq=35841 Ack=1 Win=131072 Len=512 TSval=4663 TSecr=4458 [TCP segment of a reassembled PDU]"
"30347","4.588357","10.1.2.9","10.1.1.2","TCP","602","","49153  >  47 [ACK] Seq=35841 Ack=1 Win=131072 Len=512 TSval=4666 TSecr=4459"
"30399","4.597003","10.1.2.13","10.1.1.2","TCP","602","","49153  >  51 [ACK] Seq=36353 Ack=1 Win=131072 Len=512 TSval=4679 TSecr=4453"
"30401","4.597255","10.1.2.17","10.1.1.2","TCP","602","","[TCP Retransmission] 49153  >  55 [ACK] Seq=35841 Ack=1 Win=131072 Len=512 TSval=4660 TSecr=4453"
"30405","4.598456","10.1.2.17","10.1.1.2","TCP","602","","49153  >  55 [ACK] Seq=36353 Ack=1 Win=131072 Len=512 TSval=4680 TSecr=4453"
"30420","4.602194","10.1.2.5","10.1.1.2","WHOIS","602","","Query: "
"30496","4.608695","10.1.2.9","10.1.1.2","TCP","602","","49153  >  47 [ACK] Seq=36353 Ack=1 Win=131072 Len=512 TSval=4686 TSecr=4459"
"30719","4.631607","10.1.2.15","10.1.1.2","DNS","602","","[TCP Previous segment not captured] [Malformed Packet]"
"30994","4.647872","10.1.2.7","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  45 [ACK] Seq=37377 Ack=1 Win=131072 Len=512 TSval=4726 TSecr=4586"
"30996","4.648247","10.1.2.15","10.1.1.2","DNS","602","","[Malformed Packet]"
"31166","4.661813","10.1.2.21","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  59 [ACK] Seq=37889 Ack=1 Win=131072 Len=512 TSval=4737 TSecr=4579"
"31305","4.669597","10.1.2.15","10.1.1.2","DNS","602","","[Malformed Packet]"
"31309","4.674512","10.1.2.7","10.1.1.2","TCP","602","","49153  >  45 [ACK] Seq=37889 Ack=1 Win=131072 Len=512 TSval=4746 TSecr=4586"
"31320","4.679903","10.1.2.21","10.1.1.2","TCP","602","","49153  >  59 [ACK] Seq=38401 Ack=1 Win=131072 Len=512 TSval=4757 TSecr=4579"
"31350","4.685544","10.1.2.7","10.1.1.2","TCP","602","","49153  >  45 [ACK] Seq=38401 Ack=1 Win=131072 Len=512 TSval=4767 TSecr=4586"
"31352","4.685778","10.1.2.11","10.1.1.2","TACACS+","602","","[TCP Previous segment not captured] Q: Unknown (0x00)"
"31362","4.688375","10.1.2.19","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  57 [ACK] Seq=38401 Ack=1 Win=131072 Len=512 TSval=4769 TSecr=4587"
"31367","4.689280","10.1.2.15","10.1.1.2","DNS","602","","[Malformed Packet]"
"31577","4.704880","10.1.2.11","10.1.1.2","TACACS+","602","","Q: Unknown (0x00)"
"31640","4.706450","10.1.2.13","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  51 [ACK] Seq=38913 Ack=1 Win=131072 Len=512 TSval=4781 TSecr=4619"
"31645","4.713840","10.1.2.15","10.1.1.2","DNS","602","","[Malformed Packet]"
"31701","4.718047","10.1.2.19","10.1.1.2","TCP","602","","49153  >  57 [ACK] Seq=38913 Ack=1 Win=131072 Len=512 TSval=4790 TSecr=4587"
"31703","4.718291","10.1.2.7","10.1.1.2","TCP","602","","49153  >  45 [ACK] Seq=38913 Ack=1 Win=131072 Len=512 TSval=4787 TSecr=4586"
"31770","4.723893","10.1.2.17","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  55 [ACK] Seq=39425 Ack=1 Win=131072 Len=512 TSval=4803 TSecr=4627"
"31892","4.726861","10.1.2.7","10.1.1.2","TCP","602","","49153  >  45 [ACK] Seq=39425 Ack=1 Win=131072 Len=512 TSval=4808 TSecr=4586"
"31894","4.727077","10.1.2.11","10.1.1.2","TACACS+","602","","Q: Unknown (0x00)"
"31896","4.727296","10.1.2.13","10.1.1.2","TCP","602","","49153  >  51 [ACK] Seq=39425 Ack=1 Win=131072 Len=512 TSval=4801 TSecr=4619"
"31946","4.731959","10.1.2.19","10.1.1.2","TCP","602","","49153  >  57 [ACK] Seq=39425 Ack=1 Win=131072 Len=512 TSval=4810 TSecr=4587"
"32046","4.739729","10.1.2.9","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  47 [ACK] Seq=39425 Ack=1 Win=131072 Len=512 TSval=4809 TSecr=4624"
"32078","4.740779","10.1.2.15","10.1.1.2","DNS","602","","[Malformed Packet]"
"32080","4.741002","10.1.2.13","10.1.1.2","TCP","602","","49153  >  51 [ACK] Seq=39937 Ack=1 Win=131072 Len=512 TSval=4822 TSecr=4619"
"32084","4.741819","10.1.2.17","10.1.1.2","TCP","602","","49153  >  55 [ACK] Seq=39937 Ack=1 Win=131072 Len=512 TSval=4823 TSecr=4627"
"32183","4.750845","10.1.2.11","10.1.1.2","TACACS+","602","","Q: Unknown (0x00)"
"32185","4.751725","10.1.2.5","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  43 [ACK] Seq=39937 Ack=1 Win=131072 Len=512 TSval=4827 TSecr=4626 [TCP segment of a reassembled PDU]"
"32187","4.751822","10.1.2.3","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  41 [ACK] Seq=39937 Ack=1 Win=131072 Len=512 TSval=4826 TSecr=4708"
"32189","4.752174","10.1.2.9","10.1.1.2","TCP","602","","49153  >  47 [ACK] Seq=39937 Ack=1 Win=131072 Len=512 TSval=4829 TSecr=4624"
"32287","4.761092","10.1.2.13","10.1.1.2","TCP","602","","49153  >  51 [ACK] Seq=40449 Ack=1 Win=131072 Len=512 TSval=4842 TSecr=4619"
"32356","4.766909","10.1.2.17","10.1.1.2","TCP","602","","49153  >  55 [ACK] Seq=40449 Ack=1 Win=131072 Len=512 TSval=4844 TSecr=4627"
"32358","4.767125","10.1.2.11","10.1.1.2","TACACS+","602","","Q: Unknown (0x00)"
"32360","4.767377","10.1.2.5","10.1.1.2","WHOIS","602","","Query: "
"32362","4.767503","10.1.2.3","10.1.1.2","TCP","602","","49153  >  41 [ACK] Seq=40449 Ack=1 Win=131072 Len=512 TSval=4847 TSecr=4708"
"32365","4.768347","10.1.2.9","10.1.1.2","TCP","602","","49153  >  47 [ACK] Seq=40449 Ack=1 Win=131072 Len=512 TSval=4850 TSecr=4624"
"32377","4.774291","10.1.2.15","10.1.1.2","DNS","602","","[TCP Previous segment not captured] [Malformed Packet]"
"32489","4.785624","10.1.2.3","10.1.1.2","TCP","602","","49153  >  41 [ACK] Seq=40961 Ack=1 Win=131072 Len=512 TSval=4867 TSecr=4708"
"32575","4.792745","10.1.2.15","10.1.1.2","DNS","602","","[Malformed Packet]"
"32889","4.813087","10.1.2.3","10.1.1.2","TCP","602","","49153  >  41 [ACK] Seq=41473 Ack=1 Win=131072 Len=512 TSval=4888 TSecr=4708"
"32997","4.818260","10.1.2.15","10.1.1.2","DNS","602","","[Malformed Packet]"
"33132","4.829601","10.1.2.3","10.1.1.2","TCP","602","","49153  >  41 [ACK] Seq=41985 Ack=1 Win=131072 Len=512 TSval=4908 TSecr=4708"
"33180","4.836004","10.1.2.15","10.1.1.2","DNS","602","","[Malformed Packet]"
"33266","4.850959","10.1.2.3","10.1.1.2","TCP","602","","49153  >  41 [ACK] Seq=42497 Ack=1 Win=131072 Len=512 TSval=4929 TSecr=4708"
"33268","4.861339","10.1.2.15","10.1.1.2","DNS","602","","[Malformed Packet]"
"33359","4.875073","10.1.2.3","10.1.1.2","TCP","602","","49153  >  41 [ACK] Seq=43009 Ack=1 Win=131072 Len=512 TSval=4949 TSecr=4708"
"33431","4.892366","10.1.2.10","10.1.1.2","TCP","90","","17  >  49161 [ACK] Seq=1 Ack=1 Win=32768 Len=0 TSval=4969 TSecr=4632"
"33722","4.917425","10.1.2.13","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  51 [ACK] Seq=44033 Ack=1 Win=131072 Len=512 TSval=4986 TSecr=4779"
"33917","4.929854","10.1.2.13","10.1.1.2","TCP","602","","49153  >  51 [ACK] Seq=44545 Ack=1 Win=131072 Len=512 TSval=5006 TSecr=4779"
"34105","4.941385","10.1.2.3","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  41 [ACK] Seq=44545 Ack=1 Win=131072 Len=512 TSval=5011 TSecr=4708"
"34168","4.947808","10.1.2.17","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  55 [ACK] Seq=44545 Ack=1 Win=131072 Len=512 TSval=5008 TSecr=4780"
"34170","4.947988","10.1.2.3","10.1.1.2","TCP","602","","[TCP Retransmission] 49153  >  41 [ACK] Seq=44545 Ack=1 Win=131072 Len=512 TSval=5011 TSecr=4708"
"34176","4.949461","10.1.2.3","10.1.1.2","TCP","602","","49153  >  41 [ACK] Seq=45057 Ack=1 Win=131072 Len=512 TSval=5031 TSecr=4708"
"34243","4.961517","10.1.2.7","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  45 [ACK] Seq=45057 Ack=1 Win=131072 Len=512 TSval=5033 TSecr=4909"
"34434","4.968689","10.1.2.16","10.1.1.2","TCP","114","","[TCP ACKed unseen segment] 23  >  49167 [ACK] Seq=1 Ack=185993 Win=131072 Len=0 TSval=4916 TSecr=4475 SLE=269433 SRE=270849 SLE=262433 SRE=268897 SLE=257609 SRE=261897"
"34436","4.968885","10.1.2.16","10.1.1.2","TCP","114","","[TCP Dup ACK 34434#1] 23  >  49167 [ACK] Seq=1 Ack=185993 Win=131072 Len=0 TSval=4916 TSecr=4475 SLE=269433 SRE=270849 SLE=262433 SRE=268897 SLE=257609 SRE=261897"
"34476","4.975716","10.1.2.7","10.1.1.2","TCP","602","","49153  >  45 [ACK] Seq=45569 Ack=1 Win=131072 Len=512 TSval=5053 TSecr=4909"
"34478","4.975815","10.1.2.3","10.1.1.2","TCP","602","","49153  >  41 [ACK] Seq=45569 Ack=1 Win=131072 Len=512 TSval=5052 TSecr=4708"
"34480","4.976147","10.1.2.16","10.1.1.2","TCP","114","","[TCP Dup ACK 34434#2] 23  >  49167 [ACK] Seq=1 Ack=185993 Win=131072 Len=0 TSval=4916 TSecr=4475 SLE=269433 SRE=270849 SLE=262433 SRE=268897 SLE=257609 SRE=261897"
"34505","4.981618","10.1.2.16","10.1.1.2","TCP","114","","[TCP Dup ACK 34434#3] 23  >  49167 [ACK] Seq=1 Ack=185993 Win=131072 Len=0 TSval=4916 TSecr=4475 SLE=269433 SRE=270849 SLE=262433 SRE=268897 SLE=257609 SRE=261897"
"34509","4.990417","10.1.2.3","10.1.1.2","TCP","602","","49153  >  41 [ACK] Seq=46081 Ack=1 Win=131072 Len=512 TSval=5072 TSecr=4708"
"34793","5.009084","10.1.2.7","10.1.1.2","TCP","602","","49153  >  45 [ACK] Seq=46081 Ack=1 Win=131072 Len=512 TSval=5074 TSecr=4909"
"34928","5.018165","10.1.2.7","10.1.1.2","TCP","602","","49153  >  45 [ACK] Seq=46593 Ack=1 Win=131072 Len=512 TSval=5094 TSecr=4909"
"35050","5.028849","10.1.2.13","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  51 [ACK] Seq=47105 Ack=1 Win=131072 Len=512 TSval=5109 TSecr=4943"
"35052","5.029026","10.1.2.8","10.1.1.2","TCP","114","","[TCP Dup ACK 27914#1] 15  >  49159 [ACK] Seq=1 Ack=68609 Win=32768 Len=0 TSval=5105 TSecr=3466 SLE=173665 SRE=176881 SLE=118457 SRE=118993 SLE=149009 SRE=173129"
"35258","5.043165","10.1.2.7","10.1.1.2","TCP","602","","49153  >  45 [ACK] Seq=47105 Ack=1 Win=131072 Len=512 TSval=5115 TSecr=4909"
"35364","5.050899","10.1.2.17","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  55 [ACK] Seq=47617 Ack=1 Win=131072 Len=512 TSval=5131 TSecr=4949"
"35366","5.051118","10.1.2.13","10.1.1.2","TCP","602","","49153  >  51 [ACK] Seq=47617 Ack=1 Win=131072 Len=512 TSval=5129 TSecr=4943"
"35453","5.060801","10.1.2.15","10.1.1.2","DNS","602","","[TCP Previous segment not captured] [Malformed Packet]"
"35522","5.063284","10.1.2.7","10.1.1.2","TCP","602","","49153  >  45 [ACK] Seq=47617 Ack=1 Win=131072 Len=512 TSval=5135 TSecr=4909"
"35580","5.069989","10.1.2.17","10.1.1.2","TCP","602","","49153  >  55 [ACK] Seq=48129 Ack=1 Win=131072 Len=512 TSval=5151 TSecr=4949"
"35582","5.070226","10.1.2.13","10.1.1.2","TCP","602","","49153  >  51 [ACK] Seq=48129 Ack=1 Win=131072 Len=512 TSval=5150 TSecr=4943"
"35642","5.073288","10.1.2.11","10.1.1.2","TACACS+","602","","[TCP Previous segment not captured] Q: Unknown (0x00)"
"35709","5.078872","10.1.2.9","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  47 [ACK] Seq=48129 Ack=1 Win=131072 Len=512 TSval=5157 TSecr=4950"
"35711","5.079115","10.1.2.19","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  57 [ACK] Seq=48129 Ack=1 Win=131072 Len=512 TSval=5158 TSecr=5006"
"35841","5.086541","10.1.2.15","10.1.1.2","DNS","602","","[Malformed Packet]"
"36005","5.095263","10.1.2.3","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  41 [ACK] Seq=48641 Ack=1 Win=131072 Len=512 TSval=5174 TSecr=4995"
"36007","5.095606","10.1.2.17","10.1.1.2","TCP","602","","49153  >  55 [ACK] Seq=48641 Ack=1 Win=131072 Len=512 TSval=5172 TSecr=4949"
"36009","5.095813","10.1.2.11","10.1.1.2","TACACS+","602","","Q: Unknown (0x00)"
"36011","5.096020","10.1.2.5","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  43 [ACK] Seq=48641 Ack=1 Win=131072 Len=512 TSval=5175 TSecr=4949 [TCP segment of a reassembled PDU]"
"36013","5.096257","10.1.2.13","10.1.1.2","TCP","602","","49153  >  51 [ACK] Seq=48641 Ack=1 Win=131072 Len=512 TSval=5170 TSecr=4943"
"36015","5.096456","10.1.2.9","10.1.1.2","TCP","602","","49153  >  47 [ACK] Seq=48641 Ack=1 Win=131072 Len=512 TSval=5178 TSecr=4950"
"36065","5.099260","10.1.2.19","10.1.1.2","TCP","602","","49153  >  57 [ACK] Seq=48641 Ack=1 Win=131072 Len=512 TSval=5179 TSecr=5006"
"36106","5.116240","10.1.2.3","10.1.1.2","TCP","602","","49153  >  41 [ACK] Seq=49153 Ack=1 Win=131072 Len=512 TSval=5195 TSecr=4995"
"36108","5.122947","10.1.2.15","10.1.1.2","DNS","602","","[TCP Previous segment not captured] [Malformed Packet]"
"36112","5.123333","10.1.2.19","10.1.1.2","TCP","602","","49153  >  57 [ACK] Seq=49153 Ack=1 Win=131072 Len=512 TSval=5199 TSecr=5006"
"36123","5.128500","10.1.2.3","10.1.1.2","TCP","602","","[TCP Retransmission] 49153  >  41 [ACK] Seq=49153 Ack=1 Win=131072 Len=512 TSval=5195 TSecr=4995"
"36571","5.190713","10.1.2.4","10.1.1.2","WINS-Replication","602","","[Malformed Packet]"
"36694","5.207417","10.1.2.2","10.1.1.2","TCP","602","","49153  >  40 [ACK] Seq=1 Ack=1 Win=32768 Len=512 TSval=5274 TSecr=4108"
"36695","5.207934","10.1.2.4","10.1.1.2","WINS-Replication","602","","[Malformed Packet]"
"36780","5.233956","10.1.2.4","10.1.1.2","WINS-Replication","602","","[Malformed Packet]"
"36782","5.234182","10.1.2.10","10.1.1.2","TCP","90","","17  >  49161 [ACK] Seq=1 Ack=17153 Win=32768 Len=0 TSval=5310 TSecr=5050"
"36812","5.243227","10.1.2.20","10.1.1.2","TCP","602","","49153  >  58 [ACK] Seq=1 Ack=1 Win=32768 Len=512 TSval=5324 TSecr=4108"
"36888","5.256599","10.1.2.4","10.1.1.2","WINS-Replication","602","","[Malformed Packet]"
"36954","5.269151","10.1.2.20","10.1.1.2","TCP","602","","49153  >  58 [ACK] Seq=513 Ack=1 Win=32768 Len=512 TSval=5344 TSecr=4108"
"36956","5.270065","10.1.2.4","10.1.1.2","WINS-Replication","602","","[Malformed Packet]"
"36994","5.276372","10.1.2.4","10.1.1.2","TCP","602","","[TCP Retransmission] 49153  >  42 [ACK] Seq=2049 Ack=1 Win=131072 Len=512 TSval=5351 TSecr=4102"
"37019","5.283871","10.1.2.20","10.1.1.2","TCP","602","","49153  >  58 [ACK] Seq=1025 Ack=1 Win=32768 Len=512 TSval=5365 TSecr=4108"
"37047","5.288955","10.1.2.18","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  56 [ACK] Seq=1537 Ack=1 Win=131072 Len=512 TSval=5370 TSecr=4111"
"37049","5.290229","10.1.2.4","10.1.1.2","WINS-Replication","602","","[Malformed Packet]"
"37051","5.291221","10.1.2.4","10.1.1.2","TCP","602","","[TCP Retransmission] 49153  >  42 [ACK] Seq=2561 Ack=1 Win=131072 Len=512 TSval=5371 TSecr=4102"
"37053","5.295088","10.1.2.2","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  40 [ACK] Seq=2561 Ack=1 Win=32768 Len=512 TSval=5376 TSecr=4108"
"37054","5.298506","10.1.2.16","10.1.1.2","TCP","602","","49153  >  54 [ACK] Seq=1 Ack=1 Win=131072 Len=512 TSval=5380 TSecr=4108"
"37057","5.302242","10.1.2.2","10.1.1.2","TCP","602","","[TCP Retransmission] 49153  >  40 [ACK] Seq=2561 Ack=1 Win=32768 Len=512 TSval=5376 TSecr=4108"
"37060","5.306139","10.1.2.20","10.1.1.2","TCP","602","","49153  >  58 [ACK] Seq=1537 Ack=1 Win=32768 Len=512 TSval=5385 TSecr=4108"
"37062","5.309434","10.1.2.18","10.1.1.2","TCP","602","","49153  >  56 [ACK] Seq=2049 Ack=1 Win=131072 Len=512 TSval=5391 TSecr=4111"
"37063","5.309720","10.1.2.18","10.1.1.2","TCP","602","","[TCP Retransmission] 49153  >  56 [ACK] Seq=2049 Ack=1 Win=131072 Len=512 TSval=5391 TSecr=4111"
"37065","5.311736","10.1.2.4","10.1.1.2","WINS-Replication","602","","[Malformed Packet]"
"37069","5.313310","10.1.2.4","10.1.1.2","TCP","602","","[TCP Retransmission] 49153  >  42 [ACK] Seq=3073 Ack=1 Win=131072 Len=512 TSval=5392 TSecr=4102"
"37319","5.331303","10.1.2.8","10.1.1.2","TCP","602","","49153  >  46 [ACK] Seq=1 Ack=1 Win=131072 Len=512 TSval=5410 TSecr=4107"
"37320","5.332192","10.1.2.20","10.1.1.2","TCP","602","","49153  >  58 [ACK] Seq=2049 Ack=1 Win=32768 Len=512 TSval=5406 TSecr=4108"
"37695","5.366913","10.1.2.20","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  58 [ACK] Seq=3073 Ack=1 Win=32768 Len=512 TSval=5447 TSecr=4108"
"37745","5.374050","10.1.2.4","10.1.1.2","WINS-Replication","602","","[TCP Previous segment not captured] [Malformed Packet]"
"37747","5.374332","10.1.2.20","10.1.1.2","TCP","90","","[TCP ACKed unseen segment] 27  >  49171 [ACK] Seq=1 Ack=62713 Win=32768 Len=0 TSval=5455 TSecr=4965"
"37749","5.374674","10.1.2.20","10.1.1.2","TCP","90","","[TCP Dup ACK 37747#1] 27  >  49171 [ACK] Seq=1 Ack=62713 Win=32768 Len=0 TSval=5455 TSecr=4965"
"37781","5.382655","10.1.2.16","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  54 [ACK] Seq=2049 Ack=1 Win=131072 Len=512 TSval=5462 TSecr=4108"
"37783","5.387188","10.1.2.20","10.1.1.2","TCP","602","","49153  >  58 [ACK] Seq=3585 Ack=1 Win=32768 Len=512 TSval=5467 TSecr=4108"
"37831","5.402690","10.1.2.16","10.1.1.2","TCP","602","","49153  >  54 [ACK] Seq=2561 Ack=1 Win=131072 Len=512 TSval=5482 TSecr=4108"
"37833","5.403745","10.1.2.16","10.1.1.2","TCP","602","","[TCP Retransmission] 49153  >  54 [ACK] Seq=2561 Ack=1 Win=131072 Len=512 TSval=5482 TSecr=4108"
"37837","5.405112","10.1.2.10","10.1.1.2","TCP","602","","49153  >  48 [ACK] Seq=1 Ack=1 Win=32768 Len=512 TSval=5485 TSecr=4113"
"38086","5.430746","10.1.2.16","10.1.1.2","TCP","602","","49153  >  54 [ACK] Seq=3073 Ack=1 Win=131072 Len=512 TSval=5503 TSecr=4108"
"38088","5.431279","10.1.2.10","10.1.1.2","TCP","602","","49153  >  48 [ACK] Seq=513 Ack=1 Win=32768 Len=512 TSval=5506 TSecr=4113"
"38235","5.446165","10.1.2.10","10.1.1.2","TCP","602","","49153  >  48 [ACK] Seq=1025 Ack=1 Win=32768 Len=512 TSval=5526 TSecr=4113"
"38240","5.448944","10.1.2.10","10.1.1.2","TCP","602","","[TCP Retransmission] 49153  >  48 [ACK] Seq=1025 Ack=1 Win=32768 Len=512 TSval=5526 TSecr=4113"
"38370","5.462374","10.1.2.16","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  54 [ACK] Seq=4097 Ack=1 Win=131072 Len=512 TSval=5544 TSecr=4108"
"38397","5.465300","10.1.2.10","10.1.1.2","TCP","602","","49153  >  48 [ACK] Seq=1537 Ack=1 Win=32768 Len=512 TSval=5547 TSecr=4113"
"38648","5.484668","10.1.2.16","10.1.1.2","TCP","602","","49153  >  54 [ACK] Seq=4609 Ack=1 Win=131072 Len=512 TSval=5564 TSecr=4108"
"38665","5.488756","10.1.2.10","10.1.1.2","TCP","602","","49153  >  48 [ACK] Seq=2049 Ack=1 Win=32768 Len=512 TSval=5567 TSecr=4113"
"38844","5.508691","10.1.2.10","10.1.1.2","TCP","602","","49153  >  48 [ACK] Seq=2561 Ack=1 Win=32768 Len=512 TSval=5588 TSecr=4113"
"39070","5.542664","10.1.2.20","10.1.1.2","TCP","90","","[TCP ACKed unseen segment] 27  >  49171 [ACK] Seq=1 Ack=63785 Win=32768 Len=0 TSval=5621 TSecr=5311"
"39707","5.610613","10.1.2.10","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  48 [ACK] Seq=4609 Ack=1 Win=32768 Len=512 TSval=5669 TSecr=4113"
"40670","5.764438","10.1.2.21","10.1.1.2","TCP","90","","[TCP ACKed unseen segment] 28  >  49172 [ACK] Seq=1 Ack=677849 Win=131072 Len=0 TSval=5843 TSecr=5275"
"41779","5.898696","10.1.2.20","10.1.1.2","TCP","90","","[TCP ACKed unseen segment] 27  >  49171 [ACK] Seq=1 Ack=86833 Win=32768 Len=0 TSval=5903 TSecr=5556"
"41961","5.944420","10.1.2.12","10.1.1.2","TCP","602","","49153  >  50 [ACK] Seq=1 Ack=1 Win=32768 Len=512 TSval=6016 TSecr=4110"
"42136","5.962807","10.1.2.12","10.1.1.2","TCP","602","","49153  >  50 [ACK] Seq=513 Ack=1 Win=32768 Len=512 TSval=6037 TSecr=4110"
"42370","5.980742","10.1.2.4","10.1.1.2","TCP","90","","[TCP ACKed unseen segment] 11  >  49155 [ACK] Seq=1 Ack=45025 Win=32768 Len=0 TSval=6054 TSecr=5675"
"42590","6.018071","10.1.2.12","10.1.1.2","TCP","602","","49153  >  50 [ACK] Seq=1025 Ack=1 Win=32768 Len=512 TSval=6057 TSecr=4110"
"43370","6.102927","10.1.2.5","10.1.1.2","TCP","90","","[TCP ACKed unseen segment] 12  >  49156 [ACK] Seq=1 Ack=736257 Win=131072 Len=0 TSval=6184 TSecr=5908"
"43572","6.126746","10.1.2.21","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  59 [ACK] Seq=49665 Ack=1 Win=131072 Len=512 TSval=6208 TSecr=5804"
"43588","6.132734","10.1.2.13","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  51 [ACK] Seq=49665 Ack=1 Win=131072 Len=512 TSval=6211 TSecr=5712"
"43590","6.132942","10.1.2.17","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  55 [ACK] Seq=49665 Ack=1 Win=131072 Len=512 TSval=6212 TSecr=5710"
"43598","6.135388","10.1.2.3","10.1.1.2","TCP","602","","49153  >  41 [ACK] Seq=49665 Ack=1 Win=131072 Len=512 TSval=6215 TSecr=5510"
"43600","6.135721","10.1.2.7","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  45 [ACK] Seq=49665 Ack=1 Win=131072 Len=512 TSval=6217 TSecr=5539"
"43602","6.137414","10.1.2.11","10.1.1.2","TACACS+","602","","[TCP Previous segment not captured] Q: Unknown (0x00)"
"43606","6.137832","10.1.2.9","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  47 [ACK] Seq=49665 Ack=1 Win=131072 Len=512 TSval=6219 TSecr=5719"
"43608","6.138978","10.1.2.5","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  43 [ACK] Seq=49665 Ack=1 Win=131072 Len=512 TSval=6216 TSecr=5549 [TCP segment of a reassembled PDU]"
"43610","6.139825","10.1.2.15","10.1.1.2","DNS","602","","[Malformed Packet]"
"43612","6.140116","10.1.2.19","10.1.1.2","TCP","602","","49153  >  57 [ACK] Seq=49665 Ack=1 Win=131072 Len=512 TSval=6220 TSecr=5505"
"43616","6.141243","10.1.2.20","10.1.1.2","TCP","626","","[TCP Previous segment not captured] 49153  >  58 [ACK] Seq=18569 Ack=1 Win=32768 Len=536 TSval=6184 TSecr=6027"
"43620","6.142617","10.1.2.5","10.1.1.2","TCP","602","","[TCP Retransmission] 49153  >  43 [ACK] Seq=49665 Ack=1 Win=131072 Len=512 TSval=6216 TSecr=5549"
"43685","6.150067","10.1.2.21","10.1.1.2","TCP","602","","49153  >  59 [ACK] Seq=50177 Ack=1 Win=131072 Len=512 TSval=6228 TSecr=5804"
"43687","6.150275","10.1.2.13","10.1.1.2","TCP","602","","49153  >  51 [ACK] Seq=50177 Ack=1 Win=131072 Len=512 TSval=6231 TSecr=5712"
"43691","6.152578","10.1.2.11","10.1.1.2","TACACS+","602","","Q: Unknown (0x00)"
"43693","6.152825","10.1.2.17","10.1.1.2","TCP","602","","49153  >  55 [ACK] Seq=50177 Ack=1 Win=131072 Len=512 TSval=6233 TSecr=5710"
"43696","6.153245","10.1.2.11","10.1.1.2","TCP","602","","[TCP Retransmission] 49153  >  49 [ACK] Seq=50177 Ack=1 Win=131072 Len=512 TSval=6234 TSecr=5546 [TCP segment of a reassembled PDU]"
"43710","6.154795","10.1.2.3","10.1.1.2","TCP","602","","49153  >  41 [ACK] Seq=50177 Ack=1 Win=131072 Len=512 TSval=6236 TSecr=5510"
