"No.","Time","Source","Destination","Protocol","Length","Antenna signal","Data rate (Mb/s)","SSID","Signal strength (dBm)","Info"
"116","16.356126420","AristaNetwor_c5:4b:b2","Broadcast","802.11","436","-74 dBm,-74 dBm,-79 dBm","6","""GUEST-N""","-79 dBm","Beacon frame, SN=928, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"117","16.429629224","2a:b8:02:f0:1e:54","Broadcast","802.11","252","-43 dBm,-43 dBm,-56 dBm","1","""badabing""","-56 dBm","Beacon frame, SN=2462, FN=0, Flags=........C, BI=100, SSID=""badabing"""
"118","16.833190136","AristaNetwor_78:bd:b2","Broadcast","802.11","436","-85 dBm,-85 dBm,-88 dBm","6","""GUEST-N""","-88 dBm","Beacon frame, SN=2437, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"119","19.866238721","AristaNetwor_c5:53:60","Broadcast","802.11","437","-82 dBm,-82 dBm,-87 dBm","12","""LAPTOP-S""","-87 dBm","Beacon frame, SN=966, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"120","19.866607246","AristaNetwor_c5:53:61","Broadcast","802.11","437","-83 dBm,-83 dBm,-86 dBm","12","""MOBILE-S""","-86 dBm","Beacon frame, SN=3816, FN=0, Flags=........C, BI=100, SSID=""MOBILE-S"""
"121","19.867095493","AristaNetwor_c5:53:62","Broadcast","802.11","436","-83 dBm,-83 dBm,-87 dBm","6","""GUEST-N""","-87 dBm","Beacon frame, SN=3866, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"122","19.872769364","AristaNetwor_c5:4d:62","Broadcast","802.11","436","-87 dBm,-87 dBm,-91 dBm","6","""GUEST-N""","-91 dBm","Beacon frame, SN=2939, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"123","19.874435274","AristaNetwor_78:be:12","Broadcast","802.11","436","-88 dBm,-88 dBm,-90 dBm","6","""GUEST-N""","-90 dBm","Beacon frame, SN=2055, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"124","19.968667692","AristaNetwor_c5:53:60","Broadcast","802.11","437","-84 dBm,-84 dBm,-86 dBm","12","""LAPTOP-S""","-86 dBm","Beacon frame, SN=967, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"125","19.969005474","AristaNetwor_c5:53:61","Broadcast","802.11","437","-84 dBm,-84 dBm,-87 dBm","12","""MOBILE-S""","-87 dBm","Beacon frame, SN=3817, FN=0, Flags=........C, BI=100, SSID=""MOBILE-S"""
"126","19.969514419","AristaNetwor_c5:53:62","Broadcast","802.11","436","-84 dBm,-84 dBm,-86 dBm","6","""GUEST-N""","-86 dBm","Beacon frame, SN=3867, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"127","19.975152291","AristaNetwor_c5:4d:62","Broadcast","802.11","436","-87 dBm,-87 dBm,-91 dBm","6","""GUEST-N""","-91 dBm","Beacon frame, SN=2940, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"128","20.116221969","2a:b8:02:f0:1e:54","Broadcast","802.11","252","-42 dBm,-42 dBm,-61 dBm","1","""badabing""","-61 dBm","Beacon frame, SN=2498, FN=0, Flags=........C, BI=100, SSID=""badabing"""
"129","20.144604055","AristaNetwor_c5:4b:b1","Broadcast","802.11","437","-74 dBm,-74 dBm,-81 dBm","12","""MOBILE-S""","-81 dBm","Beacon frame, SN=3287, FN=0, Flags=........C, BI=100, SSID=""MOBILE-S"""
"130","20.145131037","AristaNetwor_c5:4b:b2","Broadcast","802.11","436","-74 dBm,-74 dBm,-81 dBm","6","""GUEST-N""","-81 dBm","Beacon frame, SN=965, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"131","20.218647358","2a:b8:02:f0:1e:54","Broadcast","802.11","252","-45 dBm,-45 dBm,-56 dBm","1","""badabing""","-56 dBm","Beacon frame, SN=2499, FN=0, Flags=........C, BI=100, SSID=""badabing"""
"132","20.277181076","42:40:0c:27:31:b0","Broadcast","802.11","260","-84 dBm,-84 dBm,-90 dBm","1","""MKR-new""","-90 dBm","Beacon frame, SN=1497, FN=0, Flags=........C, BI=100, SSID=""MKR-new"""
"133","20.322008620","2a:b8:02:f0:1e:54","Broadcast","802.11","252","-42 dBm,-42 dBm,-59 dBm","1","""badabing""","-59 dBm","Beacon frame, SN=2500, FN=0, Flags=........C, BI=100, SSID=""badabing"""
"134","20.723810160","AristaNetwor_78:bd:b0","Broadcast","802.11","437","-85 dBm,-85 dBm,-90 dBm","12","""LAPTOP-S""","-90 dBm","Beacon frame, SN=2720, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"135","20.724099137","AristaNetwor_78:bd:b1","Broadcast","802.11","437","-85 dBm,-85 dBm,-90 dBm","12","""MOBILE-S""","-90 dBm","Beacon frame, SN=4022, FN=0, Flags=........C, BI=100, SSID=""MOBILE-S"""
"136","20.724649181","AristaNetwor_78:bd:b2","Broadcast","802.11","436","-86 dBm,-86 dBm,-91 dBm","6","""GUEST-N""","-91 dBm","Beacon frame, SN=2475, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"137","20.826138162","AristaNetwor_78:bd:b0","Broadcast","802.11","437","-86 dBm,-86 dBm,-91 dBm","12","""LAPTOP-S""","-91 dBm","Beacon frame, SN=2721, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"138","20.826465426","AristaNetwor_78:bd:b1","Broadcast","802.11","437","-86 dBm,-86 dBm,-92 dBm","12","""MOBILE-S""","-92 dBm","Beacon frame, SN=4023, FN=0, Flags=........C, BI=100, SSID=""MOBILE-S"""
"139","20.826880864","AristaNetwor_78:bd:b2","Broadcast","802.11","436","-86 dBm,-86 dBm,-90 dBm","6","""GUEST-N""","-90 dBm","Beacon frame, SN=2476, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"140","20.928524449","AristaNetwor_78:bd:b0","Broadcast","802.11","437","-86 dBm,-86 dBm,-90 dBm","12","""LAPTOP-S""","-90 dBm","Beacon frame, SN=2722, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"141","20.928846237","AristaNetwor_78:bd:b1","Broadcast","802.11","437","-86 dBm,-86 dBm,-92 dBm","12","""MOBILE-S""","-92 dBm","Beacon frame, SN=4024, FN=0, Flags=........C, BI=100, SSID=""MOBILE-S"""
"142","20.929349843","AristaNetwor_78:bd:b2","Broadcast","802.11","436","-86 dBm,-86 dBm,-90 dBm","6","""GUEST-N""","-90 dBm","Beacon frame, SN=2477, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"143","23.860058277","AristaNetwor_c5:53:60","Broadcast","802.11","437","-81 dBm,-81 dBm,-88 dBm","12","""LAPTOP-S""","-88 dBm","Beacon frame, SN=1005, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"144","23.860312924","AristaNetwor_c5:53:61","Broadcast","802.11","437","-81 dBm,-81 dBm,-88 dBm","12","""MOBILE-S""","-88 dBm","Beacon frame, SN=3855, FN=0, Flags=........C, BI=100, SSID=""MOBILE-S"""
"145","23.860915056","AristaNetwor_c5:53:62","Broadcast","802.11","436","-82 dBm,-82 dBm,-88 dBm","6","""GUEST-N""","-88 dBm","Beacon frame, SN=3905, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"146","23.962443314","AristaNetwor_c5:53:60","Broadcast","802.11","437","-81 dBm,-81 dBm,-87 dBm","12","""LAPTOP-S""","-87 dBm","Beacon frame, SN=1006, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"147","23.962760247","AristaNetwor_c5:53:61","Broadcast","802.11","437","-82 dBm,-82 dBm,-87 dBm","12","""MOBILE-S""","-87 dBm","Beacon frame, SN=3856, FN=0, Flags=........C, BI=100, SSID=""MOBILE-S"""
"148","23.963250014","AristaNetwor_c5:53:62","Broadcast","802.11","436","-81 dBm,-81 dBm,-87 dBm","6","""GUEST-N""","-87 dBm","Beacon frame, SN=3906, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"149","24.064783537","AristaNetwor_c5:53:60","Broadcast","802.11","437","-82 dBm,-82 dBm,-88 dBm","12","""LAPTOP-S""","-88 dBm","Beacon frame, SN=1007, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"150","24.065052218","AristaNetwor_c5:53:61","Broadcast","802.11","437","-82 dBm,-82 dBm,-88 dBm","12","""MOBILE-S""","-88 dBm","Beacon frame, SN=3857, FN=0, Flags=........C, BI=100, SSID=""MOBILE-S"""
"151","24.065598372","AristaNetwor_c5:53:62","Broadcast","802.11","436","-83 dBm,-83 dBm,-87 dBm","6","""GUEST-N""","-87 dBm","Beacon frame, SN=3907, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"152","24.109905255","2a:b8:02:f0:1e:54","Broadcast","802.11","252","-42 dBm,-42 dBm,-59 dBm","1","""badabing""","-59 dBm","Beacon frame, SN=2537, FN=0, Flags=........C, BI=100, SSID=""badabing"""
"153","24.212337122","2a:b8:02:f0:1e:54","Broadcast","802.11","252","-41 dBm,-41 dBm,-60 dBm","1","""badabing""","-60 dBm","Beacon frame, SN=2538, FN=0, Flags=........C, BI=100, SSID=""badabing"""
"154","24.240498789","AristaNetwor_c5:4b:b0","Broadcast","802.11","437","-72 dBm,-72 dBm,-79 dBm","12","""LAPTOP-S""","-79 dBm","Beacon frame, SN=2457, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"155","24.240779738","AristaNetwor_c5:4b:b1","Broadcast","802.11","437","-72 dBm,-72 dBm,-79 dBm","12","""MOBILE-S""","-79 dBm","Beacon frame, SN=3327, FN=0, Flags=........C, BI=100, SSID=""MOBILE-S"""
"156","24.241289159","AristaNetwor_c5:4b:b2","Broadcast","802.11","436","-72 dBm,-72 dBm,-79 dBm","6","""GUEST-N""","-79 dBm","Beacon frame, SN=1005, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"157","24.314804385","2a:b8:02:f0:1e:54","Broadcast","802.11","252","-42 dBm,-42 dBm,-57 dBm","1","""badabing""","-57 dBm","Beacon frame, SN=2539, FN=0, Flags=........C, BI=100, SSID=""badabing"""
"158","24.718275806","AristaNetwor_78:bd:b2","Broadcast","802.11","436","-87 dBm,-87 dBm,-90 dBm","6","""GUEST-N""","-90 dBm","Beacon frame, SN=2514, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"159","24.819903504","AristaNetwor_78:bd:b0","Broadcast","802.11","437","-87 dBm,-87 dBm,-90 dBm","12","""LAPTOP-S""","-90 dBm","Beacon frame, SN=2760, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"160","27.751410231","AristaNetwor_c5:53:60","Broadcast","802.11","437","-81 dBm,-81 dBm,-88 dBm","12","""LAPTOP-S""","-88 dBm","Beacon frame, SN=1043, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"161","27.751671165","AristaNetwor_c5:53:61","Broadcast","802.11","437","-82 dBm,-82 dBm,-87 dBm","12","""MOBILE-S""","-87 dBm","Beacon frame, SN=3893, FN=0, Flags=........C, BI=100, SSID=""MOBILE-S"""
"162","27.752210369","AristaNetwor_c5:53:62","Broadcast","802.11","436","-81 dBm,-81 dBm,-87 dBm","6","""GUEST-N""","-87 dBm","Beacon frame, SN=3943, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"163","27.853816737","AristaNetwor_c5:53:60","Broadcast","802.11","437","-82 dBm,-82 dBm,-89 dBm","12","""LAPTOP-S""","-89 dBm","Beacon frame, SN=1044, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"164","27.854093604","AristaNetwor_c5:53:61","Broadcast","802.11","437","-82 dBm,-82 dBm,-89 dBm","12","""MOBILE-S""","-89 dBm","Beacon frame, SN=3894, FN=0, Flags=........C, BI=100, SSID=""MOBILE-S"""
"165","27.854619486","AristaNetwor_c5:53:62","Broadcast","802.11","436","-82 dBm,-82 dBm,-90 dBm","6","""GUEST-N""","-90 dBm","Beacon frame, SN=3944, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"166","27.859456735","AristaNetwor_c5:4d:60","Broadcast","802.11","437","-85 dBm,-85 dBm,-91 dBm","12","""LAPTOP-S""","-91 dBm","Beacon frame, SN=1523, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"167","27.860304133","AristaNetwor_c5:4d:62","Broadcast","802.11","436","-86 dBm,-86 dBm,-90 dBm","6","""GUEST-N""","-90 dBm","Beacon frame, SN=3017, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"168","27.861993875","AristaNetwor_78:be:12","Broadcast","802.11","436","-89 dBm,-89 dBm,-89 dBm","6","""GUEST-N""","-89 dBm","Beacon frame, SN=2133, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"169","27.956206670","AristaNetwor_c5:53:60","Broadcast","802.11","437","-82 dBm,-82 dBm,-88 dBm","12","""LAPTOP-S""","-88 dBm","Beacon frame, SN=1045, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"170","27.956486734","AristaNetwor_c5:53:61","Broadcast","802.11","437","-82 dBm,-82 dBm,-88 dBm","12","""MOBILE-S""","-88 dBm","Beacon frame, SN=3895, FN=0, Flags=........C, BI=100, SSID=""MOBILE-S"""
"171","27.957022008","AristaNetwor_c5:53:62","Broadcast","802.11","436","-82 dBm,-82 dBm,-87 dBm","6","""GUEST-N""","-87 dBm","Beacon frame, SN=3945, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"172","27.962147790","AristaNetwor_c5:4d:61","Broadcast","802.11","437","-88 dBm,-88 dBm,-92 dBm","12","""MOBILE-S""","-92 dBm","Beacon frame, SN=2771, FN=0, Flags=........C, BI=100, SSID=""MOBILE-S"""
"173","27.962714585","AristaNetwor_c5:4d:62","Broadcast","802.11","436","-87 dBm,-87 dBm,-90 dBm","6","""GUEST-N""","-90 dBm","Beacon frame, SN=3018, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"174","28.029445311","AristaNetwor_c5:4b:b0","Broadcast","802.11","437","-72 dBm,-72 dBm,-83 dBm","12","""LAPTOP-S""","-83 dBm","Beacon frame, SN=2494, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"175","28.029727651","AristaNetwor_c5:4b:b1","Broadcast","802.11","437","-72 dBm,-72 dBm,-82 dBm","12","""MOBILE-S""","-82 dBm","Beacon frame, SN=3364, FN=0, Flags=........C, BI=100, SSID=""MOBILE-S"""
"176","28.030289657","AristaNetwor_c5:4b:b2","Broadcast","802.11","436","-72 dBm,-72 dBm,-82 dBm","6","""GUEST-N""","-82 dBm","Beacon frame, SN=1042, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"177","28.058129162","42:40:0c:27:31:b0","Broadcast","802.11","260","-86 dBm,-86 dBm,-91 dBm","1","""MKR-new""","-91 dBm","Beacon frame, SN=1575, FN=0, Flags=........C, BI=100, SSID=""MKR-new"""
"178","28.103740604","2a:b8:02:f0:1e:54","Broadcast","802.11","252","-47 dBm,-47 dBm,-59 dBm","1","""badabing""","-59 dBm","Beacon frame, SN=2576, FN=0, Flags=........C, BI=100, SSID=""badabing"""
"179","28.131870631","AristaNetwor_c5:4b:b0","Broadcast","802.11","437","-72 dBm,-72 dBm,-82 dBm","12","""LAPTOP-S""","-82 dBm","Beacon frame, SN=2495, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"180","28.132149964","AristaNetwor_c5:4b:b1","Broadcast","802.11","437","-73 dBm,-73 dBm,-82 dBm","12","""MOBILE-S""","-82 dBm","Beacon frame, SN=3365, FN=0, Flags=........C, BI=100, SSID=""MOBILE-S"""
"181","28.132653631","AristaNetwor_c5:4b:b2","Broadcast","802.11","436","-72 dBm,-72 dBm,-82 dBm","6","""GUEST-N""","-82 dBm","Beacon frame, SN=1043, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"182","28.206078238","2a:b8:02:f0:1e:54","Broadcast","802.11","252","-49 dBm,-49 dBm,-69 dBm","1","""badabing""","-69 dBm","Beacon frame, SN=2577, FN=0, Flags=........C, BI=100, SSID=""badabing"""
"183","28.234178548","AristaNetwor_c5:4b:b0","Broadcast","802.11","437","-72 dBm,-72 dBm,-82 dBm","12","""LAPTOP-S""","-82 dBm","Beacon frame, SN=2496, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"184","28.234468180","AristaNetwor_c5:4b:b1","Broadcast","802.11","437","-72 dBm,-72 dBm,-81 dBm","12","""MOBILE-S""","-81 dBm","Beacon frame, SN=3366, FN=0, Flags=........C, BI=100, SSID=""MOBILE-S"""
"185","28.235015572","AristaNetwor_c5:4b:b2","Broadcast","802.11","436","-72 dBm,-72 dBm,-82 dBm","6","""GUEST-N""","-82 dBm","Beacon frame, SN=1044, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"186","28.712134668","AristaNetwor_78:bd:b2","Broadcast","802.11","436","-87 dBm,-87 dBm,-90 dBm","6","""GUEST-N""","-90 dBm","Beacon frame, SN=2553, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"187","28.922979493","2a:b8:02:f0:1e:54","Broadcast","802.11","252","-49 dBm,-49 dBm,-65 dBm","1","""badabing""","-65 dBm","Beacon frame, SN=2584, FN=0, Flags=........C, BI=100, SSID=""badabing"""
"188","31.847532202","AristaNetwor_c5:53:60","Broadcast","802.11","437","-81 dBm,-81 dBm,-89 dBm","12","""LAPTOP-S""","-89 dBm","Beacon frame, SN=1083, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"189","31.847843650","AristaNetwor_c5:53:61","Broadcast","802.11","437","-82 dBm,-82 dBm,-89 dBm","12","""MOBILE-S""","-89 dBm","Beacon frame, SN=3933, FN=0, Flags=........C, BI=100, SSID=""MOBILE-S"""
"190","31.848352232","AristaNetwor_c5:53:62","Broadcast","802.11","436","-82 dBm,-82 dBm,-89 dBm","6","""GUEST-N""","-89 dBm","Beacon frame, SN=3983, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"191","31.853220681","AristaNetwor_c5:4d:60","Broadcast","802.11","437","-87 dBm,-87 dBm,-91 dBm","12","""LAPTOP-S""","-91 dBm","Beacon frame, SN=1562, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"192","31.854061696","AristaNetwor_c5:4d:62","Broadcast","802.11","436","-86 dBm,-86 dBm,-90 dBm","6","""GUEST-N""","-90 dBm","Beacon frame, SN=3056, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"193","31.949957560","AristaNetwor_c5:53:60","Broadcast","802.11","437","-82 dBm,-82 dBm,-88 dBm","12","""LAPTOP-S""","-88 dBm","Beacon frame, SN=1084, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"194","31.950245217","AristaNetwor_c5:53:61","Broadcast","802.11","437","-83 dBm,-83 dBm,-88 dBm","12","""MOBILE-S""","-88 dBm","Beacon frame, SN=3934, FN=0, Flags=........C, BI=100, SSID=""MOBILE-S"""
"195","31.950806594","AristaNetwor_c5:53:62","Broadcast","802.11","436","-82 dBm,-82 dBm,-89 dBm","6","""GUEST-N""","-89 dBm","Beacon frame, SN=3984, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"196","31.955618100","AristaNetwor_c5:4d:60","Broadcast","802.11","437","-86 dBm,-86 dBm,-91 dBm","12","""LAPTOP-S""","-91 dBm","Beacon frame, SN=1563, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"197","32.097502791","2a:b8:02:f0:1e:54","Broadcast","802.11","252","-47 dBm,-47 dBm,-72 dBm","1","""badabing""","-72 dBm","Beacon frame, SN=2615, FN=0, Flags=........C, BI=100, SSID=""badabing""[Malformed Packet: length of contained item exceeds length of containing item]"
"198","32.125611686","AristaNetwor_c5:4b:b0","Broadcast","802.11","437","-72 dBm,-72 dBm,-80 dBm","12","""LAPTOP-S""","-80 dBm","Beacon frame, SN=2534, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"199","32.125928823","AristaNetwor_c5:4b:b1","Broadcast","802.11","437","-72 dBm,-72 dBm,-81 dBm","12","""MOBILE-S""","-81 dBm","Beacon frame, SN=3404, FN=0, Flags=........C, BI=100, SSID=""MOBILE-S"""
"200","32.126438150","AristaNetwor_c5:4b:b2","Broadcast","802.11","436","-72 dBm,-72 dBm,-81 dBm","6","""GUEST-N""","-81 dBm","Beacon frame, SN=1082, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"201","32.157791271","42:40:0c:27:31:b0","Broadcast","802.11","260","-87 dBm,-87 dBm,-92 dBm","1","""MKR-new""","-92 dBm","Beacon frame, SN=1615, FN=0, Flags=........C, BI=100, SSID=""MKR-new"""
"202","32.199901076","2a:b8:02:f0:1e:54","Broadcast","802.11","252","-46 dBm,-46 dBm,-63 dBm","1","""badabing""","-63 dBm","Beacon frame, SN=2616, FN=0, Flags=........C, BI=100, SSID=""badabing""[Malformed Packet: length of contained item exceeds length of containing item]"
"203","32.228022663","AristaNetwor_c5:4b:b0","Broadcast","802.11","437","-72 dBm,-72 dBm,-76 dBm","12","""LAPTOP-S""","-76 dBm","Beacon frame, SN=2535, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"204","32.228324680","AristaNetwor_c5:4b:b1","Broadcast","802.11","437","-72 dBm,-72 dBm,-80 dBm","12","""MOBILE-S""","-80 dBm","Beacon frame, SN=3405, FN=0, Flags=........C, BI=100, SSID=""MOBILE-S"""
"205","32.228854771","AristaNetwor_c5:4b:b2","Broadcast","802.11","436","-72 dBm,-72 dBm,-81 dBm","6","""GUEST-N""","-81 dBm","Beacon frame, SN=1083, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"206","32.302301307","2a:b8:02:f0:1e:54","Broadcast","802.11","252","-47 dBm,-47 dBm,-74 dBm","1","""badabing""","-74 dBm","Beacon frame, SN=2617, FN=0, Flags=........C, BI=100, SSID=""badabing""[Malformed Packet: length of contained item exceeds length of containing item]"
"207","32.330482508","AristaNetwor_c5:4b:b0","Broadcast","802.11","437","-72 dBm,-72 dBm,-80 dBm","12","""LAPTOP-S""","-80 dBm","Beacon frame, SN=2536, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"208","32.330782546","AristaNetwor_c5:4b:b1","Broadcast","802.11","437","-71 dBm,-71 dBm,-81 dBm","12","""MOBILE-S""","-81 dBm","Beacon frame, SN=3406, FN=0, Flags=........C, BI=100, SSID=""MOBILE-S"""
"209","32.331305056","AristaNetwor_c5:4b:b2","Broadcast","802.11","436","-71 dBm,-71 dBm,-80 dBm","6","""GUEST-N""","-80 dBm","Beacon frame, SN=1084, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"210","32.705094993","AristaNetwor_78:bd:b0","Broadcast","802.11","437","-86 dBm,-86 dBm,-90 dBm","12","""LAPTOP-S""","-90 dBm","Beacon frame, SN=2837, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"211","32.705377343","AristaNetwor_78:bd:b1","Broadcast","802.11","437","-87 dBm,-87 dBm,-91 dBm","12","""MOBILE-S""","-91 dBm","Beacon frame, SN=43, FN=0, Flags=........C, BI=100, SSID=""MOBILE-S"""
"212","32.705925126","AristaNetwor_78:bd:b2","Broadcast","802.11","436","-86 dBm,-86 dBm,-90 dBm","6","""GUEST-N""","-90 dBm","Beacon frame, SN=2592, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"213","32.808441528","AristaNetwor_78:bd:b2","Broadcast","802.11","436","-86 dBm,-86 dBm,-89 dBm","6","""GUEST-N""","-89 dBm","Beacon frame, SN=2593, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"214","35.738903575","AristaNetwor_c5:53:60","Broadcast","802.11","437","-83 dBm,-83 dBm,-90 dBm","12","""LAPTOP-S""","-90 dBm","Beacon frame, SN=1121, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"215","35.739239454","AristaNetwor_c5:53:61","Broadcast","802.11","437","-83 dBm,-83 dBm,-91 dBm","12","""MOBILE-S""","-91 dBm","Beacon frame, SN=3971, FN=0, Flags=........C, BI=100, SSID=""MOBILE-S"""
"216","35.739746561","AristaNetwor_c5:53:62","Broadcast","802.11","436","-84 dBm,-84 dBm,-90 dBm","6","""GUEST-N""","-90 dBm","Beacon frame, SN=4021, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"217","35.745429853","AristaNetwor_c5:4d:62","Broadcast","802.11","436","-87 dBm,-87 dBm,-90 dBm","6","""GUEST-N""","-90 dBm","Beacon frame, SN=3094, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"218","35.841321573","AristaNetwor_c5:53:60","Broadcast","802.11","437","-82 dBm,-82 dBm,-87 dBm","12","""LAPTOP-S""","-87 dBm","Beacon frame, SN=1122, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"219","35.841602390","AristaNetwor_c5:53:61","Broadcast","802.11","437","-85 dBm,-85 dBm,-90 dBm","12","""MOBILE-S""","-90 dBm","Beacon frame, SN=3972, FN=0, Flags=........C, BI=100, SSID=""MOBILE-S"""
"220","36.016981114","AristaNetwor_c5:4b:b0","Broadcast","802.11","437","-71 dBm,-71 dBm,-79 dBm","12","""LAPTOP-S""","-79 dBm","Beacon frame, SN=2572, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"221","36.017278900","AristaNetwor_c5:4b:b1","Broadcast","802.11","437","-71 dBm,-71 dBm,-79 dBm","12","""MOBILE-S""","-79 dBm","Beacon frame, SN=3442, FN=0, Flags=........C, BI=100, SSID=""MOBILE-S"""
"222","36.017853257","AristaNetwor_c5:4b:b2","Broadcast","802.11","436","-71 dBm,-71 dBm,-80 dBm","6","""GUEST-N""","-80 dBm","Beacon frame, SN=1120, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"223","36.091467081","2a:b8:02:f0:1e:54","Broadcast","802.11","252","-45 dBm,-45 dBm,-56 dBm","1","""badabing""","-56 dBm","Beacon frame, SN=2654, FN=0, Flags=........C, BI=100, SSID=""badabing""[Malformed Packet: length of contained item exceeds length of containing item]"
"224","36.119310632","AristaNetwor_c5:4b:b0","Broadcast","802.11","437","-71 dBm,-71 dBm,-79 dBm","12","""LAPTOP-S""","-79 dBm","Beacon frame, SN=2573, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"225","36.119601810","AristaNetwor_c5:4b:b1","Broadcast","802.11","437","-72 dBm,-72 dBm,-79 dBm","12","""MOBILE-S""","-79 dBm","Beacon frame, SN=3443, FN=0, Flags=........C, BI=100, SSID=""MOBILE-S"""
"226","36.120149112","AristaNetwor_c5:4b:b2","Broadcast","802.11","436","-71 dBm,-71 dBm,-79 dBm","6","""GUEST-N""","-79 dBm","Beacon frame, SN=1121, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"227","36.193698790","2a:b8:02:f0:1e:54","Broadcast","802.11","252","-46 dBm,-46 dBm,-63 dBm","1","""badabing""","-63 dBm","Beacon frame, SN=2655, FN=0, Flags=........C, BI=100, SSID=""badabing""[Malformed Packet: length of contained item exceeds length of containing item]"
"228","36.221786979","AristaNetwor_c5:4b:b0","Broadcast","802.11","437","-72 dBm,-72 dBm,-79 dBm","12","""LAPTOP-S""","-79 dBm","Beacon frame, SN=2574, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"229","36.222074203","AristaNetwor_c5:4b:b1","Broadcast","802.11","437","-72 dBm,-72 dBm,-79 dBm","12","""MOBILE-S""","-79 dBm","Beacon frame, SN=3444, FN=0, Flags=........C, BI=100, SSID=""MOBILE-S"""
