"No.","Time","Source","Destination","Protocol","Length","Info"
"672","28.161530854","Apple_50:3a:18","IPv6mcast_fb","802.11","222","Data, SN=473, FN=0, Flags=.p....F.C"
"673","28.164649511","Apple_19:52:45","IPv4mcast_fb","802.11","268","Data, SN=474, FN=0, Flags=.p....F.C"
"674","28.164899633","Apple_19:52:45","IPv6mcast_fb","802.11","288","Data, SN=475, FN=0, Flags=.p....F.C"
"675","28.166926675","f2:6d:13:3f:00:3c","Broadcast","802.11","421","Data, SN=476, FN=0, Flags=.p....F.C"
"676","28.169218753","Apple_b8:10:d0","IPv6mcast_fb","802.11","340","Data, SN=477, FN=0, Flags=.p....F.C"
"677","28.169432071","Apple_b8:10:d0","IPv4mcast_fb","802.11","320","Data, SN=478, FN=0, Flags=.p....F.C"
"678","28.171115939","","42:40:0c:27:31:b0 (42:40:0c:27:31:b0) (RA)","802.11","70","Clear-to-send, Flags=........C"
"679","28.179933050","XiaomiCommun_f7:b1:82","IPv6mcast_fb","802.11","243","Data, SN=482, FN=0, Flags=.p....F.C"
"680","28.180058108","Apple_1c:d4:ea","IPv6mcast_fb","802.11","222","Data, SN=483, FN=0, Flags=.p....F.C"
"681","28.186110240","","42:40:0c:27:31:b0 (42:40:0c:27:31:b0) (RA)","802.11","70","Clear-to-send, Flags=........C"
"682","28.186695518","f2:c5:52:5f:00:3c","Broadcast","802.11","421","Data, SN=484, FN=0, Flags=.p....F.C"
"683","28.193028186","Apple_c5:09:04","IPv4mcast_fb","802.11","202","Data, SN=485, FN=0, Flags=.p....F.C"
"684","28.193526222","Apple_c5:09:04","IPv6mcast_fb","802.11","222","Data, SN=486, FN=0, Flags=.p....F.C"
"685","28.193728498","","42:40:0c:27:31:b0 (42:40:0c:27:31:b0) (RA)","802.11","70","Clear-to-send, Flags=........C"
"686","28.198543079","8a:7c:43:de:d2:b5","IPv4mcast_fb","802.11","248","Data, SN=487, FN=0, Flags=.p....F.C"
"687","28.198693419","8a:7c:43:de:d2:b5","IPv6mcast_fb","802.11","268","Data, SN=488, FN=0, Flags=.p....F.C"
"688","28.203090740","Apple_2d:a4:cf","IPv6mcast_fb","802.11","288","Data, SN=489, FN=0, Flags=.p....F.C"
"689","28.203553619","Apple_2d:a4:cf","IPv4mcast_fb","802.11","268","Data, SN=490, FN=0, Flags=.p....F.C"
"690","28.206078238","2a:b8:02:f0:1e:54","Broadcast","802.11","252","Beacon frame, SN=2577, FN=0, Flags=........C, BI=100, SSID=""badabing"""
"691","28.208639341","","42:40:0c:27:31:b0 (42:40:0c:27:31:b0) (RA)","802.11","70","Clear-to-send, Flags=........C"
"692","28.209030877","Apple_7b:a5:0a","IPv6mcast_fb","802.11","270","Data, SN=492, FN=0, Flags=.p....F.C"
"693","28.209529871","Apple_c2:8c:6b","IPv6mcast_fb","802.11","283","Data, SN=493, FN=0, Flags=.p....F.C"
"694","28.209696500","Apple_7b:a5:0a","IPv4mcast_fb","802.11","250","Data, SN=494, FN=0, Flags=.p....F.C"
"695","28.210137041","3a:f5:0b:8a:34:e4","IPv6mcast_fb","802.11","222","Data, SN=495, FN=0, Flags=.p....F.C"
"696","28.217013494","SamsungElect_da:4c:2d","IPv4mcast_fb","802.11","185","Data, SN=498, FN=0, Flags=.p....F.C"
"697","28.218556456","SamsungElect_da:4c:2d","IPv6mcast_fb","802.11","205","Data, SN=499, FN=0, Flags=.p....F.C"
"698","28.223035334","fe:d4:4f:5a:3d:51","IPv6mcast_02","802.11","168","Data, SN=500, FN=0, Flags=.p....F.C"
"699","28.223727055","","42:40:0c:27:31:b0 (42:40:0c:27:31:b0) (RA)","802.11","70","Clear-to-send, Flags=........C"
"700","28.225413844","SamsungElect_1a:5d:ce","IPv6mcast_16","802.11","188","Data, SN=501, FN=0, Flags=.p....F.C"
"701","28.234178548","AristaNetwor_c5:4b:b0","Broadcast","802.11","437","Beacon frame, SN=2496, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"702","28.234468180","AristaNetwor_c5:4b:b1","Broadcast","802.11","437","Beacon frame, SN=3366, FN=0, Flags=........C, BI=100, SSID=""MOBILE-S"""
"703","28.235015572","AristaNetwor_c5:4b:b2","Broadcast","802.11","436","Beacon frame, SN=1044, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"704","28.237820657","5c:91:75:b4:a5:51","IPv4mcast_fb","802.11","260","Data, SN=502, FN=0, Flags=.p....F.C"
"705","28.237994201","5c:91:75:b4:a5:51","IPv6mcast_fb","802.11","280","Data, SN=503, FN=0, Flags=.p....F.C"
"706","28.241248265","XiaomiCommun_a0:de:4b","IPv4mcast_fb","802.11","231","Data, SN=504, FN=0, Flags=.p....F.C"
"707","28.241726324","XiaomiCommun_a0:de:4b","IPv6mcast_fb","802.11","251","Data, SN=505, FN=0, Flags=.p....F.C"
"708","28.246079760","","42:40:0c:27:31:b0 (42:40:0c:27:31:b0) (RA)","802.11","70","Clear-to-send, Flags=........C"
"709","28.251327723","Apple_28:dd:5d","IPv6mcast_fb","802.11","222","Data, SN=509, FN=0, Flags=.p....F.C"
"710","28.252922012","Apple_50:3a:18","IPv4mcast_fb","802.11","203","Data, SN=510, FN=0, Flags=.p....F.C"
"711","28.253057591","Apple_50:3a:18","IPv6mcast_fb","802.11","223","Data, SN=511, FN=0, Flags=.p....F.C"
"712","28.253581703","","42:40:0c:27:31:b0 (42:40:0c:27:31:b0) (RA)","802.11","70","Clear-to-send, Flags=........C"
"713","28.254083467","Apple_b5:5a:ba","IPv4mcast_fb","802.11","202","Data, SN=512, FN=0, Flags=.p....F.C"
"714","28.255474397","Apple_b5:5a:ba","IPv6mcast_fb","802.11","222","Data, SN=513, FN=0, Flags=.p....F.C"
"715","28.268351779","Apple_ee:a4:14","IPv4mcast_fb","802.11","202","Data, SN=515, FN=0, Flags=.p....F.C"
"716","28.268609553","","42:40:0c:27:31:b0 (42:40:0c:27:31:b0) (RA)","802.11","70","Clear-to-send, Flags=........C"
"717","28.712134668","AristaNetwor_78:bd:b2","Broadcast","802.11","436","Beacon frame, SN=2553, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"718","28.922979493","2a:b8:02:f0:1e:54","Broadcast","802.11","252","Beacon frame, SN=2584, FN=0, Flags=........C, BI=100, SSID=""badabing"""
"719","30.104792588","","","WLAN","86","Radiotap Capture v0, Length 86"
"720","31.802286077","f2:6d:2b:ff:00:3c","Broadcast","802.11","421","Data, SN=2860, FN=0, Flags=.p....F.C"
"721","31.847532202","AristaNetwor_c5:53:60","Broadcast","802.11","437","Beacon frame, SN=1083, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"722","31.847843650","AristaNetwor_c5:53:61","Broadcast","802.11","437","Beacon frame, SN=3933, FN=0, Flags=........C, BI=100, SSID=""MOBILE-S"""
"723","31.848352232","AristaNetwor_c5:53:62","Broadcast","802.11","436","Beacon frame, SN=3983, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"724","31.850975553","Apple_23:d3:07","IPv6mcast_fb","802.11","378","Data, SN=2861, FN=0, Flags=.p....F.C"
"725","31.853220681","AristaNetwor_c5:4d:60","Broadcast","802.11","437","Beacon frame, SN=1562, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"726","31.854061696","AristaNetwor_c5:4d:62","Broadcast","802.11","436","Beacon frame, SN=3056, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"727","31.919919441","f2:6d:1e:af:00:3c","Broadcast","802.11","421","Data, SN=2865, FN=0, Flags=.p....F.C"
"728","31.936857386","Apple_21:59:95","IPv6mcast_16","802.11","188","Data, SN=2868, FN=0, Flags=.p....F.C"
"729","31.949957560","AristaNetwor_c5:53:60","Broadcast","802.11","437","Beacon frame, SN=1084, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"730","31.950245217","AristaNetwor_c5:53:61","Broadcast","802.11","437","Beacon frame, SN=3934, FN=0, Flags=........C, BI=100, SSID=""MOBILE-S"""
"731","31.950806594","AristaNetwor_c5:53:62","Broadcast","802.11","436","Beacon frame, SN=3984, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"732","31.955618100","AristaNetwor_c5:4d:60","Broadcast","802.11","437","Beacon frame, SN=1563, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"733","31.966154737","f2:6d:23:5f:00:3c","Broadcast","802.11","421","Data, SN=2869, FN=0, Flags=.p....F.C"
"734","31.994223657","f2:c5:53:7f:00:3c","Broadcast","802.11","421","Data, SN=2870, FN=0, Flags=.p....F.C"
"735","32.093739566","","42:40:0c:27:31:b0 (42:40:0c:27:31:b0) (RA)","802.11","70","Clear-to-send, Flags=........C"
"736","32.097502791","2a:b8:02:f0:1e:54","Broadcast","802.11","252","Beacon frame, SN=2615, FN=0, Flags=........C, BI=100, SSID=""badabing""[Malformed Packet: length of contained item exceeds length of containing item]"
"737","32.101276586","","42:40:0c:27:31:b0 (42:40:0c:27:31:b0) (RA)","802.11","70","Clear-to-send, Flags=........C"
"738","32.103429519","Google_81:e5:9c","IPv4mcast_fb","802.11","250","Data, SN=1211, FN=0, Flags=.p....F.C"
"739","32.109213622","","42:40:0c:27:31:b0 (42:40:0c:27:31:b0) (RA)","802.11","70","Clear-to-send, Flags=........C"
"740","32.116465802","","42:40:0c:27:31:b0 (42:40:0c:27:31:b0) (RA)","802.11","70","Clear-to-send, Flags=........C"
"741","32.125611686","AristaNetwor_c5:4b:b0","Broadcast","802.11","437","Beacon frame, SN=2534, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"742","32.125928823","AristaNetwor_c5:4b:b1","Broadcast","802.11","437","Beacon frame, SN=3404, FN=0, Flags=........C, BI=100, SSID=""MOBILE-S"""
"743","32.126438150","AristaNetwor_c5:4b:b2","Broadcast","802.11","436","Beacon frame, SN=1082, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"744","32.127218250","ASUSTekCOMPU_9a:a9:7e","IPv4mcast_fb","802.11","250","Data, SN=1212, FN=0, Flags=.p....F.C"
"745","32.129918841","XiaomiCommun_5f:93:85","IPv6mcast_fb","802.11","287","Data, SN=1213, FN=0, Flags=.p....F.C"
"746","32.130067111","XiaomiCommun_5f:93:85","IPv4mcast_fb","802.11","267","Data, SN=1214, FN=0, Flags=.p....F.C"
"747","32.139121122","","42:40:0c:27:31:b0 (42:40:0c:27:31:b0) (RA)","802.11","70","Clear-to-send, Flags=........C"
"748","32.142900573","Apple_21:59:95","Broadcast","802.11","440","Data, SN=1215, FN=0, Flags=.p....F.C"
"749","32.146249469","f2:c5:4e:ff:00:3c","Broadcast","802.11","421","Data, SN=1216, FN=0, Flags=.p....F.C"
"750","32.147964943","Google_09:ab:a6","IPv4mcast_fb","802.11","494","Data, SN=1217, FN=0, Flags=.p....F.C"
"751","32.157791271","42:40:0c:27:31:b0","Broadcast","802.11","260","Beacon frame, SN=1615, FN=0, Flags=........C, BI=100, SSID=""MKR-new"""
"752","32.158290545","XiaomiCommun_d0:b4:3a","IPv6mcast_02","802.11","168","Data, SN=1218, FN=0, Flags=.p....F.C"
"753","32.161352932","","42:40:0c:27:31:b0 (42:40:0c:27:31:b0) (RA)","802.11","70","Clear-to-send, Flags=........C"
"754","32.162436602","SamsungElect_23:5e:b9","IPv4mcast_fb","802.11","250","Data, SN=1219, FN=0, Flags=.p....F.C"
"755","32.181252614","Apple_83:0f:26","IPv6mcast_fb","802.11","513","Data, SN=1220, FN=0, Flags=.p....F.C"
"756","32.181867328","Apple_83:0f:26","IPv4mcast_fb","802.11","493","Data, SN=1221, FN=0, Flags=.p....F.C"
"757","32.184221111","","42:40:0c:27:31:b0 (42:40:0c:27:31:b0) (RA)","802.11","70","Clear-to-send, Flags=........C"
"758","32.191721525","","42:40:0c:27:31:b0 (42:40:0c:27:31:b0) (RA)","802.11","70","Clear-to-send, Flags=........C"
"759","32.196477984","f2:6d:19:6f:00:3c","Broadcast","802.11","421","Data, SN=1222, FN=0, Flags=.p....F.C"
"760","32.199901076","2a:b8:02:f0:1e:54","Broadcast","802.11","252","Beacon frame, SN=2616, FN=0, Flags=........C, BI=100, SSID=""badabing""[Malformed Packet: length of contained item exceeds length of containing item]"
"761","32.213825587","","42:40:0c:27:31:b0 (42:40:0c:27:31:b0) (RA)","802.11","70","Clear-to-send, Flags=........C"
"762","32.219642022","","42:40:0c:27:31:b0 (42:40:0c:27:31:b0) (RA)","802.11","70","Clear-to-send, Flags=........C"
"763","32.220692097","f2:6d:22:cf:00:3c","Broadcast","802.11","421","Data, SN=1223, FN=0, Flags=.p....F.C"
"764","32.224730026","XiaomiCommun_0c:ba:70","IPv4mcast_fb","802.11","223","Data, SN=1224, FN=0, Flags=.p....F.C"
"765","32.224899103","XiaomiCommun_0c:ba:70","IPv6mcast_fb","802.11","243","Data, SN=1225, FN=0, Flags=.p....F.C"
"766","32.228022663","AristaNetwor_c5:4b:b0","Broadcast","802.11","437","Beacon frame, SN=2535, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"767","32.228324680","AristaNetwor_c5:4b:b1","Broadcast","802.11","437","Beacon frame, SN=3405, FN=0, Flags=........C, BI=100, SSID=""MOBILE-S"""
"768","32.228854771","AristaNetwor_c5:4b:b2","Broadcast","802.11","436","Beacon frame, SN=1083, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"769","32.230333809","f2:76:12:8f:00:3c","Broadcast","802.11","421","Data, SN=1226, FN=0, Flags=.p....F.C"
"770","32.247376331","","42:40:0c:27:31:b0 (42:40:0c:27:31:b0) (RA)","802.11","70","Clear-to-send, Flags=........C"
"771","32.250157002","Google_09:ab:a6","IPv4mcast_fb","802.11","494","Data, SN=1227, FN=0, Flags=.p....F.C"
"772","32.253866792","42:40:0c:27:31:b0 (42:40:0c:27:31:b0) (BSSID)","Broadcast (ff:ff:ff:ff:ff:ff) (RA)","802.11","76","CF-End (Control-frame), Flags=........C"
"773","32.258814787","","42:40:0c:27:31:b0 (42:40:0c:27:31:b0) (RA)","802.11","70","Clear-to-send, Flags=........C"
"774","32.266242581","","42:40:0c:27:31:b0 (42:40:0c:27:31:b0) (RA)","802.11","70","Clear-to-send, Flags=........C"
"775","32.276476235","f2:76:0e:6f:00:3c","Broadcast","802.11","421","Data, SN=1228, FN=0, Flags=.p....F.C"
"776","32.281278807","","42:40:0c:27:31:b0 (42:40:0c:27:31:b0) (RA)","802.11","70","Clear-to-send, Flags=........C"
"777","32.281917970","f2:77:ae:af:00:3c","Broadcast","802.11","421","Data, SN=1229, FN=0, Flags=.p....F.C"
"778","32.288768336","","42:40:0c:27:31:b0 (42:40:0c:27:31:b0) (RA)","802.11","70","Clear-to-send, Flags=........C"
"779","32.295579214","SamsungElect_25:a9:5e","IPv4mcast_fb","802.11","185","Data, SN=1230, FN=0, Flags=.p....F.C"
"780","32.295730611","SamsungElect_25:a9:5e","IPv6mcast_fb","802.11","205","Data, SN=1231, FN=0, Flags=.p....F.C"
"781","32.296276315","","42:40:0c:27:31:b0 (42:40:0c:27:31:b0) (RA)","802.11","70","Clear-to-send, Flags=........C"
"782","32.302301307","2a:b8:02:f0:1e:54","Broadcast","802.11","252","Beacon frame, SN=2617, FN=0, Flags=........C, BI=100, SSID=""badabing""[Malformed Packet: length of contained item exceeds length of containing item]"
"783","32.305381015","XiaomiCommun_bb:6e:7e","IPv4mcast_fb","802.11","223","Data, SN=1232, FN=0, Flags=.p....F.C"
"784","32.305836266","XiaomiCommun_bb:6e:7e","IPv6mcast_fb","802.11","243","Data, SN=1233, FN=0, Flags=.p....F.C"
"785","32.311332311","","42:40:0c:27:31:b0 (42:40:0c:27:31:b0) (RA)","802.11","70","Clear-to-send, Flags=........C"
"786","32.318783408","","42:40:0c:27:31:b0 (42:40:0c:27:31:b0) (RA)","802.11","70","Clear-to-send, Flags=........C"
"787","32.326283149","","42:40:0c:27:31:b0 (42:40:0c:27:31:b0) (RA)","802.11","70","Clear-to-send, Flags=........C"
"788","32.327371392","OnePlusTechn_a2:09:08","IPv4mcast_fb","802.11","223","Data, SN=1234, FN=0, Flags=.p....F.C"
"789","32.327547731","OnePlusTechn_a2:09:08","IPv6mcast_fb","802.11","243","Data, SN=1235, FN=0, Flags=.p....F.C"
"790","32.330482508","AristaNetwor_c5:4b:b0","Broadcast","802.11","437","Beacon frame, SN=2536, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"791","32.330782546","AristaNetwor_c5:4b:b1","Broadcast","802.11","437","Beacon frame, SN=3406, FN=0, Flags=........C, BI=100, SSID=""MOBILE-S"""
"792","32.331305056","AristaNetwor_c5:4b:b2","Broadcast","802.11","436","Beacon frame, SN=1084, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"793","32.684028977","","7a:66:f5:a2:e6:f5 (7a:66:f5:a2:e6:f5) (RA)","802.11","70","Acknowledgement, Flags=........C"
"794","32.684760655","ChongqingFug_ae:38:a3 (b0:68:e6:ae:38:a3) (TA)","AristaNetwor_78:be:40 (30:86:2d:78:be:40) (RA)","802.11","76","Request-to-send, Flags=........C"
"795","32.705094993","AristaNetwor_78:bd:b0","Broadcast","802.11","437","Beacon frame, SN=2837, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"796","32.705377343","AristaNetwor_78:bd:b1","Broadcast","802.11","437","Beacon frame, SN=43, FN=0, Flags=........C, BI=100, SSID=""MOBILE-S"""
"797","32.705925126","AristaNetwor_78:bd:b2","Broadcast","802.11","436","Beacon frame, SN=2592, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"798","32.716125297","ChongqingFug_ae:38:a3 (b0:68:e6:ae:38:a3) (TA)","AristaNetwor_78:be:40 (30:86:2d:78:be:40) (RA)","802.11","76","Request-to-send, Flags=........C"
"799","32.738944965","","7a:66:f5:a2:e6:f5 (7a:66:f5:a2:e6:f5) (RA)","802.11","70","Acknowledgement, Flags=........C"
"800","32.808441528","AristaNetwor_78:bd:b2","Broadcast","802.11","436","Beacon frame, SN=2593, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"801","35.738903575","AristaNetwor_c5:53:60","Broadcast","802.11","437","Beacon frame, SN=1121, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"802","35.739239454","AristaNetwor_c5:53:61","Broadcast","802.11","437","Beacon frame, SN=3971, FN=0, Flags=........C, BI=100, SSID=""MOBILE-S"""
"803","35.739746561","AristaNetwor_c5:53:62","Broadcast","802.11","436","Beacon frame, SN=4021, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"804","35.745429853","AristaNetwor_c5:4d:62","Broadcast","802.11","436","Beacon frame, SN=3094, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"805","35.841321573","AristaNetwor_c5:53:60","Broadcast","802.11","437","Beacon frame, SN=1122, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"806","35.841602390","AristaNetwor_c5:53:61","Broadcast","802.11","437","Beacon frame, SN=3972, FN=0, Flags=........C, BI=100, SSID=""MOBILE-S"""
"807","36.011855607","Apple_a9:79:26","IPv6mcast_fb","802.11","544","Data, SN=1800, FN=0, Flags=.p....F.C"
"808","36.016523699","","42:40:0c:27:31:b0 (42:40:0c:27:31:b0) (RA)","802.11","70","Clear-to-send, Flags=........C"
"809","36.016981114","AristaNetwor_c5:4b:b0","Broadcast","802.11","437","Beacon frame, SN=2572, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"810","36.017278900","AristaNetwor_c5:4b:b1","Broadcast","802.11","437","Beacon frame, SN=3442, FN=0, Flags=........C, BI=100, SSID=""MOBILE-S"""
"811","36.017853257","AristaNetwor_c5:4b:b2","Broadcast","802.11","436","Beacon frame, SN=1120, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"812","36.023954049","","42:40:0c:27:31:b0 (42:40:0c:27:31:b0) (RA)","802.11","70","Clear-to-send, Flags=........C"
"813","36.031457364","","42:40:0c:27:31:b0 (42:40:0c:27:31:b0) (RA)","802.11","70","Clear-to-send, Flags=........C"
"814","36.038145828","f2:6d:13:9f:00:3c","Broadcast","802.11","421","Data, SN=1801, FN=0, Flags=.p....F.C"
"815","36.039051024","","42:40:0c:27:31:b0 (42:40:0c:27:31:b0) (RA)","802.11","70","Clear-to-send, Flags=........C"
"816","36.042038418","Google_09:ab:a6","IPv4mcast_fb","802.11","494","Data, SN=1802, FN=0, Flags=.p....F.C"
"817","36.045140115","XiaomiCommun_a0:de:4b","IPv6mcast_fb","802.11","520","Data, SN=1804, FN=0, Flags=.p....F.C"
"818","36.069009026","","42:40:0c:27:31:b0 (42:40:0c:27:31:b0) (RA)","802.11","70","Clear-to-send, Flags=........C"
"819","36.077056586","Apple_b6:c9:7a","IPv4mcast_fb","802.11","485","Data, SN=1805, FN=0, Flags=.p....F.C"
"820","36.078093084","Apple_b6:c9:7a","IPv6mcast_fb","802.11","505","Data, SN=1806, FN=0, Flags=.p....F.C"
"821","36.079561122","XiaomiCommun_a2:d6:da","IPv4mcast_fb","802.11","511","Data, SN=1807, FN=0, Flags=.p....F.C"
"822","36.079950320","XiaomiCommun_a2:d6:da","IPv6mcast_fb","802.11","531","Data, SN=1808, FN=0, Flags=.p....F.C"
"823","36.080826264","f2:78:17:af:00:3c","Broadcast","802.11","421","Data, SN=1809, FN=0, Flags=.p....F.C"
"824","36.089671794","f2:76:0f:5f:00:3c","Broadcast","802.11","421","Data, SN=1810, FN=0, Flags=.p....F.C"
"825","36.091467081","2a:b8:02:f0:1e:54","Broadcast","802.11","252","Beacon frame, SN=2654, FN=0, Flags=........C, BI=100, SSID=""badabing""[Malformed Packet: length of contained item exceeds length of containing item]"
"826","36.094905448","SamsungElect_b2:f4:5d","IPv4mcast_fb","802.11","266","Data, SN=1811, FN=0, Flags=.p....F.C"
"827","36.099070902","","42:40:0c:27:31:b0 (42:40:0c:27:31:b0) (RA)","802.11","70","Clear-to-send, Flags=........C"
"828","36.106272729","XiaomiCommun_f7:b1:82","IPv4mcast_fb","802.11","501","Data, SN=1812, FN=0, Flags=.p....F.C"
"829","36.106613209","XiaomiCommun_f7:b1:82","IPv6mcast_fb","802.11","521","Data, SN=1813, FN=0, Flags=.p....F.C"
"830","36.106824617","","42:40:0c:27:31:b0 (42:40:0c:27:31:b0) (RA)","802.11","70","Clear-to-send, Flags=........C"
"831","36.107033247","OnePlusTechn_8a:41:b1","IPv4mcast_fb","802.11","194","Data, SN=1814, FN=0, Flags=.p....F.C"
"832","36.107444964","OnePlusTechn_8a:41:b1","IPv6mcast_fb","802.11","214","Data, SN=1815, FN=0, Flags=.p....F.C"
"833","36.119310632","AristaNetwor_c5:4b:b0","Broadcast","802.11","437","Beacon frame, SN=2573, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"834","36.119601810","AristaNetwor_c5:4b:b1","Broadcast","802.11","437","Beacon frame, SN=3443, FN=0, Flags=........C, BI=100, SSID=""MOBILE-S"""
"835","36.120149112","AristaNetwor_c5:4b:b2","Broadcast","802.11","436","Beacon frame, SN=1121, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"836","36.129029438","f2:76:15:ef:00:3c","Broadcast","802.11","421","Data, SN=1816, FN=0, Flags=.p....F.C"
"837","36.134467061","","42:40:0c:27:31:b0 (42:40:0c:27:31:b0) (RA)","802.11","70","Clear-to-send, Flags=........C"
"838","36.143730835","Google_09:ab:a6","IPv4mcast_fb","802.11","494","Data, SN=1817, FN=0, Flags=.p....F.C"
"839","36.147119417","42:40:0c:27:31:b0 (42:40:0c:27:31:b0) (BSSID)","Broadcast (ff:ff:ff:ff:ff:ff) (RA)","802.11","76","CF-End (Control-frame), Flags=........C"
"840","36.151481367","","42:40:0c:27:31:b0 (42:40:0c:27:31:b0) (RA)","802.11","70","Clear-to-send, Flags=........C"
"841","36.166472200","","42:40:0c:27:31:b0 (42:40:0c:27:31:b0) (RA)","802.11","70","Clear-to-send, Flags=........C"
"842","36.173904900","","42:40:0c:27:31:b0 (42:40:0c:27:31:b0) (RA)","802.11","70","Clear-to-send, Flags=........C"
"843","36.177252364","XiaomiCommun_bd:5f:d7","IPv4mcast_fb","802.11","223","Data, SN=1820, FN=0, Flags=.p....F.C"
"844","36.177399225","XiaomiCommun_bd:5f:d7","IPv6mcast_fb","802.11","243","Data, SN=1821, FN=0, Flags=.p....F.C"
"845","36.180861910","OppoMobileTe_e8:d6:d1","IPv4mcast_fb","802.11","282","Data, SN=1822, FN=0, Flags=.p....F.C"
"846","36.184141569","f2:78:5f:1f:00:3c","Broadcast","802.11","421","Data, SN=1823, FN=0, Flags=.p....F.C"
"847","36.184422604","f2:6d:1a:bf:00:3c","Broadcast","802.11","421","Data, SN=1824, FN=0, Flags=.p....F.C"
"848","36.184977178","OnePlusTechn_a2:09:08","IPv4mcast_fb","802.11","389","Data, SN=1825, FN=0, Flags=.p....F.C"
"849","36.185253721","OnePlusTechn_a2:09:08","IPv6mcast_fb","802.11","409","Data, SN=1826, FN=0, Flags=.p....F.C"
"850","36.189295270","","42:40:0c:27:31:b0 (42:40:0c:27:31:b0) (RA)","802.11","70","Clear-to-send, Flags=........C"
"851","36.193698790","2a:b8:02:f0:1e:54","Broadcast","802.11","252","Beacon frame, SN=2655, FN=0, Flags=........C, BI=100, SSID=""badabing""[Malformed Packet: length of contained item exceeds length of containing item]"
"852","36.198197132","XiaomiCommun_27:e9:ce","IPv4mcast_fb","802.11","231","Data, SN=1827, FN=0, Flags=.p....F.C"
"853","36.199572310","XiaomiCommun_27:e9:ce","IPv6mcast_fb","802.11","251","Data, SN=1828, FN=0, Flags=.p....F.C"
"854","36.201183520","f2:76:1c:4f:00:3c","Broadcast","802.11","421","Data, SN=1829, FN=0, Flags=.p....F.C"
"855","36.203963018","","42:40:0c:27:31:b0 (42:40:0c:27:31:b0) (RA)","802.11","70","Clear-to-send, Flags=........C"
"856","36.211446754","","42:40:0c:27:31:b0 (42:40:0c:27:31:b0) (RA)","802.11","70","Clear-to-send, Flags=........C"
"857","36.219157604","","42:40:0c:27:31:b0 (42:40:0c:27:31:b0) (RA)","802.11","70","Clear-to-send, Flags=........C"
"858","36.221786979","AristaNetwor_c5:4b:b0","Broadcast","802.11","437","Beacon frame, SN=2574, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"859","36.222074203","AristaNetwor_c5:4b:b1","Broadcast","802.11","437","Beacon frame, SN=3444, FN=0, Flags=........C, BI=100, SSID=""MOBILE-S"""
"860","36.222649268","AristaNetwor_c5:4b:b2","Broadcast","802.11","436","Beacon frame, SN=1122, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"861","36.226527718","","42:40:0c:27:31:b0 (42:40:0c:27:31:b0) (RA)","802.11","70","Clear-to-send, Flags=........C"
"862","36.234515825","","42:40:0c:27:31:b0 (42:40:0c:27:31:b0) (RA)","802.11","70","Clear-to-send, Flags=........C"
"863","36.241647867","","42:40:0c:27:31:b0 (42:40:0c:27:31:b0) (RA)","802.11","70","Clear-to-send, Flags=........C"
"864","36.244564326","Google_09:ab:a6","IPv4mcast_fb","802.11","509","Data, SN=1830, FN=0, Flags=.p....F.C"
"865","36.244940199","Google_09:ab:a6","IPv4mcast_fb","802.11","509","Data, SN=1831, FN=0, Flags=.p....F.C"
"866","36.245620195","Google_09:ab:a6","IPv4mcast_fb","802.11","494","Data, SN=1832, FN=0, Flags=.p....F.C"
"867","36.256593049","","42:40:0c:27:31:b0 (42:40:0c:27:31:b0) (RA)","802.11","70","Clear-to-send, Flags=........C"
"868","36.257611899","f2:78:bd:cf:00:3c","Broadcast","802.11","421","Data, SN=1833, FN=0, Flags=.p....F.C"
